id,school,sex,age.x,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian.x,traveltime.x,studytime.x,failures.x,schoolsup.x,famsup.x,paid.x,activities.x,higher.x,romantic.x,famrel.x,freetime.x,goout.x,Dalc.x,Walc.x,health.x,absences.x,G1.x,G2.x,G3.x,guardian.y,traveltime.y,studytime.y,failures.y,schoolsup.y,famsup.y,paid.y,activities.y,higher.y,romantic.y,famrel.y,freetime.y,goout.y,Dalc.y,Walc.y,health.y,absences.y,G1.y,G2.y,G3.y,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
123,GP,F,17,U,GT3,T,3,3,other,other,home,no,no,mother,1,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,4,10,9,9,mother,1,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,2,15,12,13,4,5,4,5,4,4,4,2,1,2,4,2,4,5,5,5,4,4,2,2,2,1,1,2,5,5,3,4,2,2,1,2,1,5,4,4,4,5,4,2,2,2,2,3,3,3,2,4,2,2,2,2,4,4,3,1,4,5,2,4,1,2,4,4,4,4,3,4,2,2,1,2,2,5,5,5,2,4,4,4,2,2,2,2,4,3,2,2,1,2,4,4,3,4,4,2,2,4,2,2,3,4,2,2,4,4,2,2,4,4,1,4,4,1,2,2,4,4,4,2,2,2,4,4,5,5,4,4,1,1,1,1,1,1,2,4,3,2,4,5,5,5,3,2,4,4,3,4,3,2,4,2,2,2,2,2,4,2,2,4,4,4,4
124,GP,F,17,U,GT3,T,3,4,at_home,services,home,yes,yes,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,28,10,9,9,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,14,8,9,8,4,4,5,3,4,2,4,4,2,2,2,4,5,4,5,2,2,5,2,2,5,1,1,1,1,1,2,1,5,5,5,5,4,3,1,2,4,2,2,4,3,4,4,1,2,4,2,4,2,2,5,1,2,2,4,3,4,4,2,2,4,3,2,1,1,1,2,2,5,5,4,5,4,5,5,5,2,2,5,1,2,1,1,2,1,3,2,2,1,4,4,4,4,4,4,4,5,5,4,2,4,1,1,2,3,1,2,3,4,4,4,4,4,5,2,5,5,5,4,5,1,1,2,4,2,4,2,2,2,2,2,1,3,4,4,2,4,4,4,4,2,2,2,4,2,4,4,5,4,2,4,4,4,4,2,4,4,2,4,4,1,5,3
125,GP,F,17,U,GT3,T,3,4,services,other,course,yes,yes,mother,1,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,16,16,15,15,mother,1,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,8,11,13,14,4,3,4,4,3,3,4,2,2,3,3,3,5,4,4,2,4,3,3,4,5,2,2,1,1,1,1,2,4,5,5,4,4,2,2,4,2,2,2,4,3,4,5,1,3,3,2,3,2,2,4,3,1,3,4,4,4,4,2,2,5,2,3,5,1,1,1,1,5,5,4,5,5,5,4,4,2,4,4,2,2,3,1,4,4,4,2,4,2,4,4,2,3,3,4,3,4,3,3,3,3,1,3,4,3,5,5,5,2,1,3,2,1,5,4,5,5,5,4,4,1,1,1,4,3,3,2,3,3,1,3,2,3,4,3,3,3,2,3,3,3,1,4,4,2,3,3,2,3,3,4,4,4,4,4,4,3,4,4,3,2,3,3
126,GP,F,17,U,GT3,T,4,2,other,other,reputation,yes,yes,mother,2,3,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,15,12,14,mother,2,3,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,16,16,16,4,4,4,4,4,4,3,4,2,3,4,4,5,5,5,3,4,1,4,2,1,2,2,4,5,4,2,5,3,3,1,2,2,3,2,4,4,4,2,2,2,2,1,1,2,3,2,4,1,3,2,2,5,4,5,4,5,5,2,1,1,1,4,4,2,3,5,4,2,2,3,0,2,3,3,3,2,2,4,4,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,2,3,4,2,3,4,3,4,4,3,4,2,4,3,4,3,4,4,3,2,2,2,1,2,2,3,2,2,3,4,4,4,4,2,2,2,2,3,2,4,3,4,2,4,4,4,4,3,4,2,4,4,4,2,2,2,2,2,2,2,3,3,2,3,2,2,4,4
127,GP,F,17,U,GT3,T,4,3,health,other,reputation,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,mother,1,3,0,no,yes,no,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,4,3,4,3,4,4,4,4,2,2,5,5,5,5,5,4,4,4,1,2,2,3,4,3,4,5,4,4,2,2,2,2,2,4,4,4,3,4,4,2,2,2,2,2,3,5,2,4,2,2,3,4,2,2,3,3,2,2,4,4,4,4,4,4,2,2,4,4,4,3,2,4,4,4,4,4,2,2,3,3,3,3,3,4,4,4,4,4,2,3,3,4,3,4,5,4,5,4,4,4,2,1,1,4,4,4,2,4,4,4,3,4,4,2,2,4,3,3,4,2,4,3,4,4,5,5,4,3,2,1,1,2,2,2,5,5,4,4,4,5,3,4,2,3,2,4,2,4,2,4,3,2,4,4,4,4,4,3,2,2,2,3,4
128,GP,F,17,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,2,2,1,2,3,0,15,15,15,mother,1,3,0,no,yes,no,no,yes,no,4,2,2,1,2,3,0,17,18,18,2,4,5,2,5,5,4,1,2,1,4,3,4,5,5,4,4,1,4,4,3,1,1,3,5,5,4,3,2,3,1,2,2,4,2,4,4,4,4,2,3,2,3,3,5,4,2,5,1,1,4,3,4,2,4,4,5,1,2,2,3,2,3,4,2,5,2,3,2,2,4,2,3,2,5,2,4,4,5,4,2,1,1,1,4,2,4,5,2,4,4,4,2,2,2,4,4,3,2,4,4,2,4,4,2,4,3,2,2,3,1,2,4,3,2,2,4,2,2,2,4,4,4,5,4,5,3,5,4,4,4,3,4,2,4,1,4,1,2,5,4,5,2,5,5,4,4,5,2,2,4,4,3,1,1,2,2,2,5,3,4,5,4
129,GP,F,17,U,GT3,T,4,3,other,other,reputation,yes,yes,mother,1,2,2,no,no,yes,no,yes,yes,3,4,5,2,4,1,22,6,6,4,mother,1,2,0,no,no,no,no,yes,yes,3,4,5,2,4,1,16,11,9,10,4,5,5,4,4,5,4,2,2,1,4,3,2,4,4,3,2,2,2,2,2,1,1,2,4,4,3,3,3,4,2,3,2,3,3,4,2,4,4,1,1,2,2,4,4,4,4,5,4,2,2,2,4,1,2,1,1,1,2,4,5,3,4,4,3,4,4,5,2,2,2,3,2,5,4,5,2,5,4,1,1,1,3,2,4,2,4,3,2,2,2,4,3,4,5,4,5,4,1,4,1,2,2,3,4,2,2,4,4,3,3,4,3,2,2,4,4,4,3,3,2,2,3,5,4,5,3,5,2,2,2,1,1,3,3,4,3,5,4,4,3,2,4,2,1,2,1,2,5,4,5,5,5,4,2,2,4,3,2,3,2,5,4
13,GP,F,15,U,GT3,T,1,1,other,other,home,no,yes,father,1,2,0,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,9,10,10,father,1,2,0,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12,3,3,1,2,4,4,4,2,4,4,3,5,5,4,5,2,3,4,2,4,2,2,2,1,4,1,2,1,5,5,4,5,5,3,4,1,1,4,4,5,1,5,5,1,1,2,1,4,4,4,5,4,1,2,5,1,5,1,1,5,5,5,2,4,1,1,3,2,5,5,4,5,5,5,3,4,5,5,4,5,4,3,2,4,3,3,2,5,2,4,4,4,4,5,1,3,2,1,4,4,4,4,4,2,4,3,5,3,4,4,1,1,4,5,5,5,5,5,5,5,1,3,1,1,4,4,2,2,4,2,4,4,5,2,4,5,4,5,3,5,2,2,5,5,1,5,3,5,4,2,4,4,5,4,4,5,5,3,5,5,2,4,2
130,GP,F,17,U,GT3,T,4,4,other,teacher,course,yes,no,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,11,11,12,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,13,13,13,3,3,3,5,4,4,5,3,1,3,0,5,4,5,5,5,3,4,2,2,3,1,1,2,2,2,2,2,2,5,4,5,5,4,4,5,5,4,3,2,1,2,5,4,4,5,5,5,0,1,2,1,1,3,3,1,2,1,5,3,5,3,5,5,3,5,2,5,2,1,1,1,1,2,5,2,1,3,1,5,5,1,3,3,5,5,4,5,3,3,2,2,3,5,2,3,3,4,3,3,3,5,3,3,3,1,5,1,3,3,4,3,5,5,5,4,5,5,5,5,1,2,2,4,2,5,5,2,1,3,1,3,1,1,1,1,1,1,1,1,5,5,5,3,1,3,3,4,4,3,5,5,5,2,1,1,1,4,4,1,5,3,3
131,GP,F,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,24,18,18,18,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,30,14,15,16,1,3,1,4,4,4,3,4,2,3,3,3,4,4,4,4,4,4,4,2,4,1,1,3,4,3,4,2,2,2,3,2,2,5,5,5,4,5,4,1,2,3,1,3,3,5,3,5,1,1,3,2,1,4,4,2,4,5,1,4,1,1,4,4,4,3,2,4,2,3,2,4,3,3,5,3,2,4,5,1,2,1,2,4,4,4,4,5,4,3,3,3,4,4,4,2,3,4,3,4,4,3,3,2,3,2,5,3,4,5,4,5,4,4,2,4,3,3,1,4,5,2,3,4,5,4,3,1,1,1,3,1,1,2,4,4,5,4,5,5,2,1,4,4,4,4,3,4,2,3,4,4,1,4,4,3,4,3,4,3,1,4,3
132,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mother,1,2,0,no,yes,yes,no,yes,yes,5,3,1,1,4,5,2,11,11,12,3,4,5,5,4,4,5,2,2,4,3,3,5,3,4,4,4,4,2,4,4,1,2,2,1,2,2,2,3,4,5,4,4,4,4,4,2,4,4,2,3,2,5,5,5,5,2,5,5,1,4,3,2,4,4,2,4,4,2,4,5,3,4,4,2,4,3,3,4,2,1,5,2,5,5,5,2,5,5,2,4,2,0,4,4,4,3,5,2,2,3,4,4,5,5,5,5,3,3,4,3,1,2,5,3,1,5,4,1,1,1,2,2,5,5,5,5,5,4,5,1,1,2,4,3,4,2,5,4,2,4,3,2,4,5,5,3,5,3,5,4,2,2,4,1,4,3,4,2,2,4,2,5,4,3,5,4,4,4,4,2,2,2
133,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mother,1,3,0,no,yes,no,yes,yes,no,5,4,4,1,3,4,0,13,12,13,1,5,1,4,5,5,2,2,1,5,5,5,1,5,5,4,1,2,1,1,1,1,1,5,5,5,5,4,1,1,1,1,1,4,4,5,5,4,5,1,1,1,1,5,5,5,4,5,5,1,1,1,1,4,4,5,4,4,2,4,4,2,4,5,5,5,5,5,1,1,1,1,1,4,5,4,5,4,1,4,4,4,5,2,1,1,1,1,1,4,5,4,3,4,1,4,3,4,2,5,2,2,4,4,1,1,4,1,1,2,4,5,5,1,1,1,1,1,1,1,4,4,5,2,5,5,5,5,1,2,1,2,1,1,1,1,1,2,2,1,4,4,5,1,1,1,1,1,4,5,5,5,5,1,2,4,4,2,4,4,4,2,5
134,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,no,yes,mother,2,3,0,no,yes,yes,no,yes,yes,4,3,3,1,2,4,4,14,14,14,mother,2,3,0,no,yes,no,no,yes,yes,4,3,3,1,2,4,4,15,14,15,4,2,3,3,2,3,3,3,3,4,4,5,5,5,5,5,4,4,2,2,5,1,1,1,4,4,4,2,2,4,3,3,2,3,4,4,4,3,4,2,2,3,2,1,2,4,1,4,3,1,5,1,3,3,4,5,3,2,3,3,4,2,4,3,2,3,3,3,2,4,1,4,4,5,5,5,2,3,3,2,1,2,2,2,5,5,5,5,4,2,2,1,1,4,5,4,3,4,4,2,2,2,2,5,5,3,4,5,1,1,1,2,2,2,2,3,2,3,1,3,4,4,4,5,4,5,4,3,1,1,1,1,2,4,5,5,5,4,4,5,2,3,1,4,3,4,4,4,3,4,2,2,4,2,2,3,5,2,4,2,3,4,2
135,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,yes,yes,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,16,15,15,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,14,14,15,5,5,5,5,5,5,5,1,1,1,4,3,4,4,3,3,2,4,2,3,3,5,2,2,3,4,4,3,3,4,3,2,2,3,3,4,4,2,3,2,2,3,4,3,3,4,2,5,4,2,2,2,2,3,2,5,4,5,4,3,3,4,3,5,3,5,5,4,1,1,1,3,2,2,4,1,3,4,2,3,3,2,3,1,3,5,1,3,1,4,5,4,4,4,5,3,5,4,3,4,3,1,1,3,2,1,4,2,3,3,3,5,5,4,3,4,5,2,5,3,2,2,2,3,3,4,5,4,5,2,1,2,2,1,1,3,3,3,3,3,5,5,5,4,2,4,4,2,5,3,5,5,5,2,3,4,3,1,5,3,3,4,0
136,GP,F,17,U,LE3,T,2,2,other,other,course,yes,yes,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,12,10,13,12,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,2,13,12,12,4,4,3,3,3,3,4,4,3,3,4,4,4,5,4,4,3,2,1,2,4,1,1,2,3,4,4,3,5,3,3,1,1,4,5,4,4,4,4,2,2,2,2,2,3,3,2,3,5,3,4,2,4,2,3,1,2,1,3,4,5,3,4,3,2,4,3,3,3,3,2,3,4,4,4,5,2,4,4,3,3,2,2,3,4,4,4,4,3,2,2,2,4,5,5,5,5,3,3,5,2,1,1,4,5,4,4,4,2,2,2,3,4,1,2,2,2,2,2,1,4,4,4,5,4,5,4,5,2,2,2,1,1,2,4,4,4,4,4,4,3,2,3,4,3,2,4,4,4,4,5,4,2,3,3,2,3,2,4,4,4,3,3
137,GP,F,17,U,LE3,T,2,2,services,other,course,yes,yes,mother,2,2,0,yes,yes,yes,no,yes,yes,4,4,4,2,3,5,6,12,12,12,mother,2,2,0,yes,yes,no,no,yes,yes,4,4,4,2,3,5,6,12,12,12,4,4,5,2,5,4,5,2,2,2,2,2,4,4,4,3,4,4,2,2,2,4,5,2,4,2,4,4,2,2,1,2,2,5,2,4,4,4,2,3,2,4,4,4,4,2,4,4,4,4,1,2,2,2,4,1,4,4,2,3,1,3,4,4,4,4,4,4,1,2,2,1,2,4,4,2,2,5,4,1,2,2,4,2,3,3,3,2,1,4,3,4,2,2,4,4,4,4,2,3,2,2,4,2,2,2,2,1,4,5,4,5,4,2,2,3,2,1,2,2,4,4,4,5,4,4,2,5,2,4,2,2,2,2,4,4,5,4,4,4,4,4,2,2,2,3,3,3,4,4,4,4,3,2,2,2,4,2,3,5,4,2,4
138,GP,F,17,U,LE3,T,2,2,services,services,course,yes,yes,father,1,4,0,no,no,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,father,1,4,0,no,no,no,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,4,4,4,4,3,3,4,3,1,2,3,4,4,5,5,4,4,3,2,2,4,2,1,2,3,3,4,2,5,4,4,3,4,2,2,2,2,2,3,5,2,5,4,2,3,4,3,4,3,2,2,2,2,3,4,2,3,2,3,3,2,3,2,4,2,2,4,3,4,2,3,4,4,5,5,5,4,2,4,2,2,1,2,3,2,2,2,2,1,3,4,4,4,3,5,5,5,3,4,2,3,2,2,4,4,3,3,5,2,2,2,2,2,3,5,4,4,4,3,3,2,3,2,4,4,4,4,4,2,2,2,2,2,2,3,4,3,4,4,4,4,4,5,4,2,4,4,3,4,2,3,3,4,4,2,2,2,4,4,2,4,4,4
139,GP,F,17,U,LE3,T,2,4,services,services,course,yes,yes,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,4,5,4,4,4,4,5,4,1,2,3,3,5,4,4,4,3,4,3,2,2,1,2,1,4,3,2,4,5,4,2,1,3,4,4,4,4,5,5,2,2,3,3,3,3,1,2,3,2,2,4,2,1,1,2,1,4,3,2,2,3,4,4,4,3,4,4,4,2,2,1,4,2,4,2,2,2,3,0,2,2,2,2,3,4,3,1,5,3,3,4,3,2,3,3,1,4,4,4,3,3,1,1,2,3,2,2,3,4,3,2,2,3,3,3,2,4,4,1,3,2,2,3,4,5,4,4,4,1,1,5,4,1,3,4,0,4,4,4,5,4,3,2,1,4,4,5,5,3,2,2,1,3,4,4,4,1,1,2,2,5,4,4
14,GP,F,15,U,GT3,T,1,1,other,services,course,yes,yes,father,1,2,0,no,yes,yes,no,yes,no,4,4,2,1,2,5,0,8,11,11,father,1,2,0,no,yes,no,no,yes,no,4,4,2,1,2,5,0,12,12,12,4,4,4,4,5,5,4,3,1,1,4,4,3,5,3,3,4,3,3,2,1,1,2,5,5,4,4,5,1,2,1,1,2,4,3,4,4,4,4,1,2,3,1,4,4,3,2,4,2,1,1,2,2,4,5,5,5,5,1,1,4,1,3,4,5,4,5,5,1,1,1,2,1,4,4,4,1,3,5,2,1,2,2,4,1,2,1,2,1,3,4,4,3,2,2,4,3,3,1,4,3,3,3,2,1,2,1,2,3,4,3,3,5,2,1,2,3,3,2,3,3,4,4,5,4,4,4,4,2,0,2,2,2,1,3,4,3,4,4,4,4,4,3,4,4,5,4,4,2,2,2,2,2,3,2,2,2,1,3,1,3,4,5
140,GP,F,17,U,LE3,T,3,2,other,other,reputation,yes,yes,mother,2,2,0,no,no,yes,no,yes,no,4,4,4,1,3,1,2,14,15,15,mother,2,2,0,no,no,no,no,yes,no,4,4,4,1,3,1,2,14,16,15,4,4,3,3,4,3,4,3,3,3,4,3,5,5,4,4,5,4,4,2,2,1,2,3,5,4,4,3,2,1,1,1,1,3,3,4,4,4,5,3,2,3,1,3,3,5,3,4,1,1,3,2,3,4,4,1,4,5,2,2,3,2,3,4,3,3,2,4,2,3,2,3,3,4,5,4,1,1,3,3,3,1,2,3,2,3,3,3,2,3,4,3,3,2,3,2,3,2,2,1,4,3,3,3,2,2,4,3,3,2,2,3,4,2,2,2,3,2,2,2,3,3,5,5,4,5,3,3,2,3,3,3,2,1,3,3,3,3,3,4,4,3,4,3,4,4,4,5,3,3,2,3,3,3,3,3,3,1,1,2,3,4,4
141,GP,F,17,U,LE3,T,3,3,other,other,reputation,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,5,5,5,5,5,5,4,5,2,1,5,5,5,5,5,5,5,5,1,2,1,1,1,5,3,5,4,1,5,5,3,3,2,5,5,4,4,5,5,1,1,1,1,4,5,5,5,5,5,5,1,1,1,5,4,1,4,1,3,4,5,3,4,4,5,5,5,3,2,4,1,4,2,5,5,5,3,5,5,1,1,1,5,4,5,3,5,2,3,2,2,3,3,5,5,5,5,3,5,5,5,5,5,5,4,1,5,5,4,4,5,4,4,5,5,5,5,5,2,5,2,1,4,5,5,5,5,5,1,1,1,1,1,5,5,5,3,5,5,5,5,3,2,5,5,5,5,4,1,1,1,1,2,5,5,2,5,1,5,1,1,4,5
142,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,yes,yes,mother,1,4,0,no,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,mother,1,4,0,no,yes,no,yes,yes,no,4,2,3,1,1,4,2,14,15,17,3,1,2,4,2,2,2,4,1,3,4,3,5,5,4,5,4,4,1,2,2,2,1,3,3,3,4,4,3,2,2,3,2,2,1,2,4,2,3,4,1,3,1,3,2,3,2,4,1,2,2,3,2,2,2,1,2,1,3,4,4,4,5,3,1,3,1,2,5,3,1,4,3,4,4,4,2,4,1,5,3,2,4,3,4,2,2,5,2,2,3,2,2,4,4,2,4,4,4,4,1,2,1,4,4,2,4,3,2,1,2,1,4,4,2,3,4,3,2,3,1,4,3,4,4,4,5,4,1,1,1,1,2,2,4,4,3,5,4,4,3,3,2,2,1,2,1,3,4,4,5,5,5,2,1,2,1,3,3,4,3,2,2
143,GP,F,17,U,LE3,T,4,3,health,other,reputation,yes,yes,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,4,5,4,4,5,5,5,4,1,3,4,5,4,5,5,3,4,5,1,1,1,2,2,5,5,5,5,4,1,1,1,1,2,5,4,4,4,5,4,1,1,2,1,4,4,4,4,4,1,1,2,2,2,5,5,5,4,5,2,2,3,1,3,5,4,4,5,5,1,1,1,1,1,5,4,4,1,1,2,4,4,3,2,2,3,2,2,2,1,4,4,4,4,2,3,1,3,3,2,2,1,5,4,4,2,1,5,2,4,4,4,2,5,2,2,1,1,1,4,2,3,4,2,2,5,5,4,3,1,2,2,2,1,1,1,4,2,2,3,3,5,5,5,4,5,4,4,5,2,2,2,1,2,2,1,3,4,2,4,4,4,5,5
144,GP,F,18,R,GT3,A,3,2,other,services,home,no,yes,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,75,10,9,9,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,15,12,9,10,4,4,4,4,5,4,4,3,2,2,4,4,2,4,5,3,4,5,4,2,3,1,2,5,5,4,5,3,1,2,1,2,1,4,3,4,4,3,4,2,2,3,2,3,2,4,1,4,2,1,3,2,4,3,4,5,4,5,1,2,3,1,4,4,4,3,4,4,2,2,2,2,3,3,2,2,2,4,3,2,3,3,3,2,2,2,2,3,1,4,4,4,3,1,1,1,3,2,2,3,3,4,4,2,1,1,2,3,4,3,3,3,4,3,3,3,2,2,3,4,4,4,5,4,3,4,3,2,2,4,4,4,4,2,3,3,3,4,3,3,4,4,2,4,2,4,2,3,3,2,3,3,4,3,3,2,4,3,4,2,2,4,4
145,GP,F,18,R,GT3,T,1,1,at_home,other,course,no,no,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,9,8,10,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,11,10,11,4,4,4,2,4,4,4,3,2,2,3,3,4,4,0,3,3,4,2,2,2,3,3,4,3,4,4,4,3,3,2,2,2,4,3,4,4,4,3,2,2,2,2,3,3,2,3,3,2,3,4,2,4,0,4,4,4,4,2,2,3,2,2,4,3,3,4,4,2,4,2,2,3,0,4,4,2,3,4,2,2,2,3,2,2,2,2,4,2,3,4,3,4,4,3,3,4,3,2,3,2,3,3,2,3,2,2,2,3,3,3,4,4,2,2,4,2,3,4,4,3,4,4,4,4,4,3,4,4,2,4,2,2,3,4,4,3,2,3,4,4,4,2,0,4,4,4,3,1,2,2,2,2,2,2,4,3,2,3,2,4,4,4
146,GP,F,18,R,GT3,T,2,1,other,other,reputation,yes,yes,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,0,6,0,0,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,12,8,9,10,3,4,3,4,5,2,5,5,2,1,3,3,4,4,4,3,3,4,5,5,4,3,1,4,4,3,4,2,3,2,3,5,4,2,3,4,2,3,1,3,4,3,3,4,5,5,3,5,4,1,2,1,2,3,4,3,3,1,4,3,4,3,3,4,2,3,3,3,3,4,5,2,4,1,5,1,3,3,3,1,2,1,5,4,3,4,3,5,3,4,4,3,3,4,5,5,5,4,3,4,4,1,1,3,3,2,4,4,4,3,3,4,4,4,2,4,5,4,3,4,3,3,5,5,5,4,2,4,2,1,3,2,2,4,4,4,2,5,2,5,3,4,3,2,3,3,2,3,5,3,3,3,3,4,2,4,4,2,2,3,2,2,2
147,GP,F,18,R,GT3,T,2,2,at_home,other,course,yes,no,mother,2,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,0,10,9,0,mother,2,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,6,14,13,14,5,4,4,4,4,4,4,4,3,4,5,4,4,5,4,5,4,3,1,2,1,2,4,4,5,4,4,4,2,2,2,3,1,4,5,4,5,4,4,2,1,2,1,4,5,5,4,5,5,2,3,1,5,3,3,1,1,2,5,4,5,5,5,4,5,5,4,4,2,3,2,2,2,4,5,5,2,1,2,3,3,1,2,2,4,4,3,4,4,2,3,2,3,4,5,3,2,1,5,4,1,2,2,3,3,2,2,2,3,4,2,4,5,2,4,4,3,3,2,3,3,2,5,4,5,5,5,5,1,1,4,2,1,2,5,3,2,4,4,5,3,4,3,4,2,2,5,4,2,5,5,2,5,4,4,2,4,2,4,3,4,5,2
148,GP,F,18,R,GT3,T,3,1,other,other,reputation,yes,yes,mother,1,2,1,no,no,no,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,mother,1,2,0,no,no,no,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,5,4,5,4,4,4,4,4,1,4,4,4,3,5,5,4,3,4,2,2,1,1,2,3,3,4,3,4,1,2,1,1,1,5,5,5,4,5,4,2,2,1,1,3,4,5,4,5,1,1,2,1,1,3,3,2,4,3,4,4,2,4,4,4,3,4,3,4,3,2,1,3,1,5,5,5,1,3,5,1,1,1,1,3,3,3,4,2,1,2,3,3,3,3,5,4,3,5,1,3,2,1,1,3,2,5,3,4,4,4,1,4,4,3,2,4,5,4,3,2,1,3,4,4,4,5,4,3,1,1,1,2,2,3,3,4,1,3,3,5,4,4,4,4,5,4,3,5,3,2,3,1,3,3,3,5,1,3,2,4,3,3,5
149,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,yes,yes,mother,2,2,0,no,no,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,mother,2,2,0,no,no,no,yes,yes,no,4,3,4,2,2,4,8,10,11,12,5,5,5,5,4,4,5,3,1,1,4,2,4,4,4,4,2,3,4,2,3,2,3,3,1,1,3,1,1,2,4,1,4,2,3,4,3,3,3,5,4,5,4,2,3,4,2,4,2,2,4,5,3,3,5,1,5,3,1,1,4,1,2,3,4,3,3,5,2,2,1,5,3,4,1,2,4,4,4,2,4,2,2,4,5,5,5,5,3,1,3,3,3,3,5,1,5,2,3,2,3,4,4,3,5,2,4,3,2,2,3,4,3,5,4,4,5,5,4,4,1,2,1,2,2,4,3,2,5,2,5,4,2,2,2,4,4,2,4,4,5,3,5,5,1,4,3,3,2,2,3,3,5,3,1,5,4,3,4,3,2,2,4
